571, 1976 6 220.0 2.94 2;
572, 1976 6 235.0 2.94 2;
573, 1976 6 1850.0 4.21 0;
574, 1976 6 880.0 4.21 0;
575, 1976 6 710.0 4.21 0;
576, 1976 6 120.0 3.12 2;
577, 1976 6 115.0 3.12 2;
578, 1976 6 115.0 3.12 2;
579, 1976 6 105.0 3.12 2;
580, 1976 6 100.0 3.12 2;
581, 1976 6 95.0 3.12 2;
582, 1976 6 140.0 3.12 2;
583, 1976 6 95.0 3.12 2;
584, 1976 6 85.0 3.12 2;
585, 1976 6 70.0 3.12 2;
586, 1976 6 400.0 3.12 2;
587, 1976 6 950.0 3.24 3;
588, 1976 6 300.0 3.12 2;
589, 1976 6 300.0 3.12 2;
590, 1976 6 95.0 3.12 2;
591, 1976 6 1000.0 3.24 3;
592, 1976 6 140.0 3.12 2;
593, 1976 6 800.0 3.24 3;
594, 1976 6 235.0 3.12 2;
595, 1976 6 425.0 3.24 3;
596, 1976 6 450.0 3.24 3;
597, 1976 6 142.0 3.12 2;
598, 1976 6 475.0 3.24 3;
599, 1976 6 517.0 3.24 3;
600, 1976 6 850.0 3.24 3;
601, 1976 6 550.0 3.24 3;
602, 1976 6 550.0 3.24 3;
603, 1976 6 600.0 3.24 3;
604, 1976 6 600.0 3.24 3;
605, 1976 6 600.0 3.24 3;
606, 1976 6 355.0 3.73 0;
607, 1976 6 650.0 3.24 3;
608, 1976 6 550.0 3.24 3;
609, 1976 6 250.0 3.12 2;
610, 1976 6 1475.0 3.24 3;
611, 1976 6 200.0 3.12 2;
612, 1976 6 2150.0 3.24 3;
613, 1976 6 2150.0 3.24 3;
614, 1976 6 100.0 3.12 2;
615, 1976 6 2450.0 3.24 3;
616, 1976 6 2500.0 3.24 3;
617, 1976 6 63.0 3.12 2;
618, 1976 6 2125.0 3.24 3;
619, 1976 6 53.0 3.12 2;
620, 1976 0 304.0 2.0 1;
621, 1976 0 245.0 2.0 1;
622, 1976 0 139.0 2.0 1;
623, 1976 0 74.0 2.0 1;
624, 1976 6 460.0 4.21 0;
625, 1976 6 440.0 4.21 0;
626, 1976 0 531.0 2.0 1;
627, 1976 6 2100.0 3.24 3;
628, 1976 6 2100.0 3.24 3;
629, 1976 6 2100.0 3.24 3;
630, 1976 6 200.0 3.12 2;
631, 1976 6 1500.0 3.24 3;
632, 1976 6 1750.0 3.24 3;
633, 1976 6 1750.0 3.24 3;
634, 1976 6 1775.0 3.24 3;
635, 1976 6 1950.0 3.24 3;
636, 1976 6 150.0 3.12 2;
637, 1976 6 150.0 3.12 2;
638, 1976 6 150.0 3.12 2;
639, 1976 6 150.0 3.12 2;
640, 1976 6 150.0 3.12 2;
641, 1976 6 150.0 3.12 2;
642, 1976 6 1975.0 3.24 3;
643, 1976 6 2000.0 3.24 3;
644, 1976 6 2000.0 3.24 3;
645, 1976 6 270.0 3.12 2;
646, 1976 6 850.0 4.21 0;
647, 1976 6 315.0 3.12 2;
648, 1976 6 355.0 3.12 2;
649, 1976 6 3500.0 4.21 0;
650, 1976 6 3390.0 4.21 0;
651, 1976 6 3150.0 4.21 0;
652, 1976 6 2900.0 4.21 0;
653, 1976 6 2800.0 4.21 0;
654, 1976 6 2530.0 4.21 0;
655, 1976 6 3550.0 4.21 0;
656, 1976 6 2400.0 4.21 0;
657, 1976 6 105.0 3.12 2;
658, 1976 6 380.0 3.12 2;
659, 1976 6 1110.0 4.21 0;
660, 1976 6 920.0 4.21 0;
661, 1976 6 830.0 4.21 0;
662, 1976 6 760.0 4.21 0;
663, 1976 6 2340.0 4.21 0;
664, 1976 6 1880.0 4.21 0;
665, 1976 6 3830.0 4.21 0;
666, 1976 6 80.0 4.21 0;
667, 1976 6 710.0 4.21 0;
668, 1976 6 160.0 4.21 0;
669, 1976 6 140.0 4.21 0;
670, 1976 6 130.0 4.21 0;
671, 1976 6 130.0 4.21 0;
672, 1976 6 130.0 4.21 0;
673, 1976 6 4190.0 4.21 0;
674, 1976 6 110.0 4.21 0;
675, 1976 6 100.0 4.21 0;
676, 1976 6 100.0 4.21 0;
677, 1976 6 100.0 4.21 0;
678, 1976 6 90.0 4.21 0;
679, 1976 6 90.0 4.21 0;
680, 1976 6 90.0 4.21 0;
681, 1976 6 110.0 4.21 0;
682, 1976 6 1860.0 4.21 0;
683, 1976 6 1780.0 4.21 0;
684, 1976 6 865.0 4.21 0;
685, 1976 6 400.0 3.24 3;
686, 1976 6 400.0 3.24 3;
687, 1976 6 580.0 3.12 2;
688, 1976 6 475.0 3.12 2;
689, 1976 6 445.0 3.12 2;
690, 1976 6 425.0 3.12 2;
691, 1976 6 350.0 3.24 3;
692, 1976 6 420.0 3.12 2;
693, 1976 6 385.0 3.12 2;
694, 1976 6 385.0 3.12 2;
695, 1976 6 375.0 3.12 2;
696, 1976 6 375.0 3.12 2;
697, 1976 6 365.0 3.12 2;
698, 1976 6 360.0 3.12 2;
699, 1976 6 410.0 3.12 2;
700, 1976 6 350.0 3.24 3;
701, 1976 6 350.0 3.24 3;
702, 1976 6 300.0 3.24 3;
703, 1976 6 830.0 4.21 0;
704, 1976 6 800.0 4.21 0;
705, 1976 6 630.0 4.21 0;
706, 1976 6 560.0 4.21 0;
707, 1976 6 465.0 4.21 0;
708, 1976 6 460.0 4.21 0;
709, 1976 6 110.0 3.12 2;
710, 1976 6 90.0 3.12 2;
711, 1976 6 100.0 3.24 3;
712, 1976 6 200.0 3.24 3;
713, 1976 6 200.0 3.24 3;
714, 1976 6 200.0 3.24 3;
715, 1976 6 250.0 3.24 3;
716, 1976 6 250.0 3.24 3;
717, 1976 6 300.0 3.24 3;
718, 1976 6 355.0 3.12 2;
719, 1976 6 360.0 3.73 0;
720, 1976 6 400.0 3.24 3;
721, 1976 6 390.0 2.94 2;
722, 1976 3 16400.0 4.5 12;
723, 1976 3 17000.0 4.5 12;
724, 1976 3 17000.0 4.5 12;
725, 1976 3 17100.0 4.5 12;
726, 1976 3 19000.0 4.5 12;
727, 1976 3 20000.0 4.5 12;
728, 1976 3 20400.0 4.5 12;
729, 1976 3 21000.0 4.5 12;
730, 1976 3 16300.0 4.5 12;
731, 1976 3 21000.0 4.5 12;
